case,project,file,file_name,type,name,complexity,rank,rank_num,lineno,endline,col_offset,parent,closure_depth,source_file
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/03-Print-Variables-In-The-Console/test.py,test.py,function,test_declare_variable,2,A,1,17,17,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/03-Print-Variables-In-The-Console/test.py,test.py,function,test_for_file_output,2,A,1,22,22,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/test.py,test.py,function,test_for_file_output,5,A,1,27,27,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/test.py,test.py,function,test_function_output,4,A,1,20,21,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/test.py,test.py,function,test_function_spin_chamber,2,A,1,12,12,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/test.py,test.py,function,test_function_fire_gun,2,A,1,16,16,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/solution.hide.py,solution.hide.py,function,fire_gun,2,A,1,10,15,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/solution.hide.py,solution.hide.py,function,spin_chamber,1,A,1,5,7,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/app.py,app.py,function,spin_chamber,1,A,1,5,7,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/17-Russian-Roulette/app.py,app.py,function,fire_gun,1,A,1,10,12,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/test.py,test.py,function,test_for_file_output,5,A,1,27,27,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/test.py,test.py,function,test_variable_exists,2,A,1,13,17,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/test.py,test.py,function,test_for_loop,2,A,1,20,23,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/test.py,test.py,function,test_for_print,2,A,1,37,40,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/test.py,test.py,function,test_callTheFunction,2,A,1,44,48,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/14-Create-A-For-Loop/solution.hide.py,solution.hide.py,function,standards_maker,2,A,1,1,4,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/15-Looping-With-FizzBuzz/test.py,test.py,function,test_function_existence,2,A,1,13,17,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/15-Looping-With-FizzBuzz/test.py,test.py,function,test_for_loop,2,A,1,20,23,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/15-Looping-With-FizzBuzz/test.py,test.py,function,test_for_function_output,2,A,1,27,27,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/15-Looping-With-FizzBuzz/solution.hide.py,solution.hide.py,function,fizz_buzz,6,B,2,1,11,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/01-Console/test.py,test.py,function,test_for_file_output,2,A,1,11,16,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/01-Console/test.py,test.py,function,test_for_console_log,2,A,1,20,20,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/02-Declare-Variables/test.py,test.py,function,test_for_print,2,A,1,12,16,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/02-Declare-Variables/test.py,test.py,function,test_for_variable,2,A,1,20,24,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/02-Declare-Variables/test.py,test.py,function,test_for_file_output,2,A,1,28,28,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/test.py,test.py,function,test_function_existence,2,A,1,13,17,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/test.py,test.py,function,test_conditional,2,A,1,20,24,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/test.py,test.py,function,test_print_output,2,A,1,28,28,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/test.py,test.py,function,test_function_called_for,2,A,1,33,36,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/solution.hide.py,solution.hide.py,function,get_randomInt,1,A,1,3,6,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/12-Rand-From-One-to-Twelve/app.py,app.py,function,get_randomInt,1,A,1,3,5,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/test.py,test.py,function,test_for_function,2,A,1,11,15,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/test.py,test.py,function,test_for_function_print,2,A,1,18,22,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/test.py,test.py,function,test_for_print,2,A,1,27,30,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/test.py,test.py,function,test_for_return,2,A,1,34,34,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/test.py,test.py,function,test_for_return_2,2,A,1,40,40,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/10.1-Creating-Your-First-Function/solution.hide.py,solution.hide.py,function,add_numbers,1,A,1,1,3,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/13-Your-First-Loop/test.py,test.py,function,test_for_function_existence,2,A,1,13,17,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/13-Your-First-Loop/test.py,test.py,function,test_for_function_output,2,A,1,20,20,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/13-Your-First-Loop/test.py,test.py,function,test_for_loop,2,A,1,26,29,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/13-Your-First-Loop/solution.hide.py,solution.hide.py,function,start_counting,2,A,1,1,4,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/13-Your-First-Loop/app.py,app.py,function,start_counting,2,A,1,1,4,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test_for_print,2,A,1,6,9,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test_for_print,2,A,1,13,16,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test__between_100_and_200,2,A,1,21,25,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test_between_101_and_51,2,A,1,30,34,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test_less_than_50,1,A,1,39,44,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/08.2-How-Much-The-Wedding-Costs/test.py,test.py,function,test_t,1,A,1,47,52,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/05-User-Inputed-Values/test.py,test.py,function,test_for_file_output,2,A,1,5,9,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/05-User-Inputed-Values/test.py,test.py,function,test_plus_ten,2,A,1,14,14,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/18-The-Beatles/test.py,test.py,function,test_function_sing_exists,3,A,1,12,16,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/18-The-Beatles/test.py,test.py,function,test_function_sing_exists,3,A,1,27,31,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/18-The-Beatles/test.py,test.py,function,test_function_hardcode_output,2,A,1,19,23,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/18-The-Beatles/solution.hide.py,solution.hide.py,function,sing,4,A,1,2,11,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
python-beginner-programming-exercises,python-beginner-programming-exercises,/home/juan/Documents/Analisis-CC-PyCEFR/python-beginner-programming-exercises/exercises/07-Create-a-Basic-HTML/test.py,test.py,function,test_html_document_exists,3,A,1,13,18,0,,0,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/radon_output_python-beginner-programming-exercises.json
