Repository,File Name,Type,Name,Line,End Line,Complexity,Rank,Parent,Error
python-algorithms,sum_of_left_leaves.py,function,sumOfLeftLeavesHelper,30,41,5,A,sumOfLeftLeaves,
python-algorithms,sum_of_left_leaves.py,method,__init__,2,5,1,A,,
python-algorithms,tree_diameter.py,class,TreeNode,1,5,2,A,,
python-algorithms,tree_diameter.py,function,tree_diameter,8,24,1,A,,
python-algorithms,tree_diameter.py,function,tree_diameter_helper,9,19,2,A,tree_diameter,
python-algorithms,tree_diameter.py,method,__init__,2,5,1,A,,
python-algorithms,trim_a_binary_search_tree.py,function,trimBST,1,15,1,A,,
python-algorithms,trim_a_binary_search_tree.py,function,trim,2,13,4,A,trimBST,
python-algorithms,construct_binary_tree_from_inorder_postorder_traversal.py,function,build_tree,7,25,2,A,,
python-algorithms,construct_binary_tree_from_inorder_postorder_traversal.py,function,buildTreeHelper,9,23,3,A,build_tree,
python-algorithms,construct_binary_tree_from_inorder_postorder_traversal.py,class,TreeNode,1,5,2,A,,
python-algorithms,construct_binary_tree_from_inorder_postorder_traversal.py,method,__init__,2,5,1,A,,
python-algorithms,path_sum.py,function,path_sum,1,18,1,A,,
python-algorithms,path_sum.py,function,path_sum_helper,2,13,5,A,path_sum,
python-algorithms,converted_sorted_array_to_bst.py,function,convert_to_bst,7,23,2,A,,
python-algorithms,converted_sorted_array_to_bst.py,function,convert_to_bst_helper,12,21,3,A,convert_to_bst,
python-algorithms,converted_sorted_array_to_bst.py,function,inorder,26,32,2,A,,
python-algorithms,converted_sorted_array_to_bst.py,class,Node,1,4,2,A,,
python-algorithms,converted_sorted_array_to_bst.py,method,__init__,2,4,1,A,,
python-algorithms,two_sum.py,function,two_sum_bst,2,25,1,A,,
python-algorithms,two_sum.py,function,two_sum_helper,3,21,5,A,two_sum_bst,
python-algorithms,root_to_node.py,class,Node,2,5,2,A,,
python-algorithms,root_to_node.py,function,findPath,7,28,1,A,,
python-algorithms,root_to_node.py,function,solvePath,9,23,5,A,findPath,
python-algorithms,root_to_node.py,method,__init__,3,5,1,A,,
python-algorithms,maximum_binary_tree.py,function,insertIntoMaxTree2,23,40,2,A,,
python-algorithms,maximum_binary_tree.py,function,buildTree,29,38,2,A,insertIntoMaxTree2,
python-algorithms,maximum_binary_tree.py,function,inorder,42,47,2,A,,
python-algorithms,maximum_binary_tree.py,class,TreeNode,2,6,2,A,,
python-algorithms,maximum_binary_tree.py,function,insertIntoMaxTree,9,19,1,A,,
python-algorithms,maximum_binary_tree.py,function,buildTree,10,17,3,A,insertIntoMaxTree,
python-algorithms,maximum_binary_tree.py,method,__init__,3,6,1,A,,
python-algorithms,construct_string_from_tree.py,class,TreeNode,1,5,2,A,,
python-algorithms,construct_string_from_tree.py,function,treeStr,7,22,1,A,,
python-algorithms,construct_string_from_tree.py,function,treeStrHelper,8,20,4,A,treeStr,
python-algorithms,construct_string_from_tree.py,method,__init__,2,5,1,A,,
python-algorithms,traversals_recursive.py,class,Node,1,4,2,A,,
python-algorithms,traversals_recursive.py,function,traversals,6,20,1,A,,
python-algorithms,traversals_recursive.py,function,traverse_helper,7,16,2,A,traversals,
python-algorithms,traversals_recursive.py,method,__init__,2,4,1,A,,
python-algorithms,traversals_iterative.py,function,traversals,6,27,7,B,,
python-algorithms,traversals_iterative.py,class,Node,1,4,2,A,,
python-algorithms,traversals_iterative.py,method,__init__,2,4,1,A,,
python-algorithms,maximum_width_of_binary_tree.py,function,widthOfBinaryTree,3,21,6,B,,
python-algorithms,recover_binary_search_trees.py,function,recover_bst,1,22,5,A,,
python-algorithms,recover_binary_search_trees.py,function,recover_bst_helper,2,14,5,A,recover_bst,
python-algorithms,binary_tree_level_order_traversal.py,function,level_order_bottom,3,23,6,B,,
python-algorithms,min_depth_of_binary_tree.py,function,min_depth_bfs,10,31,8,B,,
python-algorithms,min_depth_of_binary_tree.py,function,min_depth_of_tree,35,55,2,A,,
python-algorithms,min_depth_of_binary_tree.py,function,min_depth_helper,37,50,6,B,min_depth_of_tree,
python-algorithms,min_depth_of_binary_tree.py,class,Node,2,5,2,A,,
python-algorithms,min_depth_of_binary_tree.py,method,__init__,3,5,1,A,,
python-algorithms,lowest_common_ancestor_of_binary_tree.py,function,lca,4,20,1,A,,
python-algorithms,lowest_common_ancestor_of_binary_tree.py,function,lca_helper,6,18,5,A,lca,
python-algorithms,find_bottom_left_tree_value.py,function,findBottomLeftValue,3,19,6,B,,
python-algorithms,all_nodes_distance_k_binary_tree.py,function,build_graph,13,24,4,A,,
python-algorithms,all_nodes_distance_k_binary_tree.py,function,bfs,26,34,4,A,,
python-algorithms,all_nodes_distance_k_binary_tree.py,function,distanceK,2,11,3,A,,
python-algorithms,lca_bst.py,class,TreeNode,1,5,2,A,,
python-algorithms,lca_bst.py,function,lca_bst,7,19,1,A,,
python-algorithms,lca_bst.py,function,lca_helper,8,17,6,B,lca_bst,
python-algorithms,lca_bst.py,method,__init__,2,5,1,A,,
python-algorithms,construct_binary_tree_from_preorder_inorder_traversal.py,function,buildTree,7,24,2,A,,
python-algorithms,construct_binary_tree_from_preorder_inorder_traversal.py,function,buildTreeHelper,9,22,3,A,buildTree,
python-algorithms,construct_binary_tree_from_preorder_inorder_traversal.py,class,TreeNode,1,4,2,A,,
python-algorithms,construct_binary_tree_from_preorder_inorder_traversal.py,method,__init__,2,4,1,A,,
python-algorithms,populate_next_right_pointers.py,function,connect,4,25,7,B,,
python-algorithms,binary_tree_tilt.py,class,TreeNode,2,6,2,A,,
python-algorithms,binary_tree_tilt.py,function,binary_tree_tilt_simple,10,25,1,A,,
python-algorithms,binary_tree_tilt.py,function,binary_tree_tilt_helper,11,20,2,A,binary_tree_tilt_simple,
python-algorithms,binary_tree_tilt.py,function,binary_tree_tilt,30,53,1,A,,
python-algorithms,binary_tree_tilt.py,function,binary_tree_tilt_helper,32,48,4,A,binary_tree_tilt,
python-algorithms,binary_tree_tilt.py,method,__init__,3,6,1,A,,
python-algorithms,binary_tree_level_order_traversal.py,function,level_order_traversal,3,21,6,B,,
python-algorithms,longest_univalue_path.py,function,longest_univalue_path,3,24,1,A,,
python-algorithms,longest_univalue_path.py,function,longest_univalue_path_helper,6,20,6,B,longest_univalue_path,
python-algorithms,flatten_binary_tree_to_linkedlist.py,function,flatten,3,22,1,A,,
python-algorithms,flatten_binary_tree_to_linkedlist.py,function,flatten_helper,4,19,4,A,flatten,
python-algorithms,flatten_binary_tree_to_linkedlist.py,function,flatten,29,43,1,A,,
python-algorithms,flatten_binary_tree_to_linkedlist.py,function,flatten_helper,30,41,5,A,flatten,
python-algorithms,binary_tree_right_side_view.py,function,rightSideView,3,21,7,B,,
python-algorithms,binary_tree_right_side_view.py,function,rightSideViewRecursive,24,37,1,A,,
python-algorithms,binary_tree_right_side_view.py,function,rightSideViewHelper,25,32,3,A,rightSideViewRecursive,
python-algorithms,binary_search_tree_iterator.py,class,BSTIterator,2,24,3,A,,
python-algorithms,binary_search_tree_iterator.py,method,hasNext,14,17,3,A,,
python-algorithms,binary_search_tree_iterator.py,class,BSTIterator2,29,49,3,A,,
python-algorithms,binary_search_tree_iterator.py,method,__init__,3,6,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,next,8,12,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,inorder,19,24,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,next,34,37,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,hasNext,39,42,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,inorder,44,49,2,A,,
python-algorithms,binary_search_tree_iterator.py,method,__init__,30,32,1,A,,
python-algorithms,min_absolute_diff_in_bst.py,class,TreeNode,1,5,2,A,,
python-algorithms,min_absolute_diff_in_bst.py,function,min_absolute_diff,8,24,1,A,,
python-algorithms,min_absolute_diff_in_bst.py,function,min_absolute_diff_helper,10,21,3,A,min_absolute_diff,
python-algorithms,min_absolute_diff_in_bst.py,method,__init__,2,5,1,A,,
python-algorithms,add_one_row_to_tree.py,function,addOneRow,9,34,9,B,,
python-algorithms,add_one_row_to_tree.py,class,TreeNode,3,7,2,A,,
python-algorithms,add_one_row_to_tree.py,method,__init__,4,7,1,A,,
python-algorithms,smallest_string_starting_from_leaf.py,class,Solution,4,28,3,A,,
python-algorithms,smallest_string_starting_from_leaf.py,method,smallestFromLeaf,5,25,2,A,,
python-algorithms,smallest_string_starting_from_leaf.py,function,helper,7,18,4,A,smallestFromLeaf,
python-algorithms,smallest_string_starting_from_leaf.py,method,num_to_char,27,28,1,A,,
python-algorithms,average_of_levels_in_binary_tree.py,function,average_of_levels,3,23,5,A,,
python-algorithms,balanced_binary_tree.py,class,Node,4,7,2,A,,
python-algorithms,balanced_binary_tree.py,function,is_balanced,10,30,1,A,,
python-algorithms,balanced_binary_tree.py,function,is_balanced_helper,13,28,5,A,is_balanced,
python-algorithms,balanced_binary_tree.py,method,__init__,5,7,1,A,,
python-algorithms,maximum_binary_tree.py,function,getMax,46,53,3,A,,
python-algorithms,maximum_binary_tree.py,class,TreeNode,1,5,2,A,,
python-algorithms,maximum_binary_tree.py,function,construct_max_binary_tree,9,21,1,A,,
python-algorithms,maximum_binary_tree.py,function,construct_tree,10,19,2,A,construct_max_binary_tree,
python-algorithms,maximum_binary_tree.py,function,constructMaximumBinaryTree,26,43,1,A,,
python-algorithms,maximum_binary_tree.py,function,buildTree,28,36,2,A,constructMaximumBinaryTree,
python-algorithms,maximum_binary_tree.py,method,__init__,2,5,1,A,,
python-algorithms,count_complete_tree_nodes.py,function,countNodes,1,14,2,A,,
python-algorithms,count_complete_tree_nodes.py,function,countNodesHelper,2,8,2,A,countNodes,
python-algorithms,sum_root_to_leaf_numbers.py,function,sum_numbers,1,11,1,A,,
python-algorithms,sum_root_to_leaf_numbers.py,function,sum_numbers_helper,2,9,4,A,sum_numbers,
python-algorithms,same_tree.py,class,Node,1,4,2,A,,
python-algorithms,same_tree.py,function,same_tree,7,20,1,A,,
python-algorithms,same_tree.py,function,same_tree_helper,8,18,7,B,same_tree,
python-algorithms,same_tree.py,function,same_tree_concise,24,35,1,A,,
python-algorithms,same_tree.py,function,same_tree_helper,25,33,7,B,same_tree_concise,
python-algorithms,same_tree.py,method,__init__,2,4,1,A,,
python-algorithms,kth_smallest_in_bst.py,function,kthSmallest,1,18,1,A,,
python-algorithms,kth_smallest_in_bst.py,function,kthSmallestBstHelper,2,14,4,A,kthSmallest,
python-algorithms,post_traversal.py,class,Node,1,4,2,A,,
python-algorithms,post_traversal.py,function,postorder_traversal,7,19,1,A,,
python-algorithms,post_traversal.py,function,postorder_traversal_helper,8,14,2,A,postorder_traversal,
python-algorithms,post_traversal.py,method,__init__,2,4,1,A,,
python-algorithms,post_order_iterative.py,function,postorder_traversal,7,24,7,B,,
python-algorithms,post_order_iterative.py,class,Node,1,4,2,A,,
python-algorithms,post_order_iterative.py,method,__init__,2,4,1,A,,
python-algorithms,find_largest_value_in_each_tree_row.py,function,largestValues,3,19,6,B,,
python-algorithms,binary_tree_paths.py,class,TreeNode,1,5,2,A,,
python-algorithms,binary_tree_paths.py,function,binary_tree_paths,10,26,1,A,,
python-algorithms,binary_tree_paths.py,function,binary_tree_paths_helper,11,22,4,A,binary_tree_paths,
python-algorithms,binary_tree_paths.py,method,__init__,2,5,1,A,,
python-algorithms,bottom_view.py,function,bottomView,15,37,7,B,,
python-algorithms,bottom_view.py,class,Node,2,5,2,A,,
python-algorithms,bottom_view.py,method,__init__,3,5,1,A,,
python-algorithms,path_sum.py,function,path_sum,1,20,1,A,,
python-algorithms,path_sum.py,function,path_sum_helper,2,16,4,A,path_sum,
python-algorithms,populate_next_right_pointers.py,function,connect,4,25,7,B,,
python-algorithms,house_robber.py,function,rob,1,13,1,A,,
python-algorithms,house_robber.py,function,robHelper,2,11,2,A,rob,
python-algorithms,binary_tree_maximum_path_sum.py,function,maxPathSum,1,20,1,A,,
python-algorithms,binary_tree_maximum_path_sum.py,function,maxPathSumHelper,2,15,2,A,maxPathSum,
python-algorithms,symmetric_tree.py,function,is_symmetric,7,21,2,A,,
python-algorithms,symmetric_tree.py,function,is_symmtric_helper,8,16,7,B,is_symmetric,
python-algorithms,symmetric_tree.py,class,Node,1,4,2,A,,
python-algorithms,symmetric_tree.py,method,__init__,2,4,1,A,,
python-algorithms,vertical_order_traversal.py,function,verticalTraversal,46,79,10,B,,
python-algorithms,vertical_order_traversal.py,function,verticalTraversal,5,29,7,B,,
python-algorithms,second_minimum_node_in_binary_tree.py,function,find_second_min_val,2,18,2,A,,
python-algorithms,second_minimum_node_in_binary_tree.py,function,find_second_min_val_helper,3,13,4,A,find_second_min_val,
python-algorithms,construct_binary_tree_from_preorder_traversal.py,class,TreeNode,1,5,2,A,,
python-algorithms,construct_binary_tree_from_preorder_traversal.py,function,bst_from_preorder,7,23,1,A,,
python-algorithms,construct_binary_tree_from_preorder_traversal.py,function,bst_from_preorder_helper,8,20,3,A,bst_from_preorder,
python-algorithms,construct_binary_tree_from_preorder_traversal.py,method,__init__,2,5,1,A,,
python-algorithms,serialize_deserialize_bst.py,class,TreeNode,2,6,2,A,,
python-algorithms,serialize_deserialize_bst.py,class,Codec,8,45,2,A,,
python-algorithms,serialize_deserialize_bst.py,method,__init__,3,6,1,A,,
python-algorithms,serialize_deserialize_bst.py,method,serialize,9,23,1,A,,
python-algorithms,serialize_deserialize_bst.py,function,preorder,12,17,2,A,serialize,
python-algorithms,serialize_deserialize_bst.py,method,deserialize,25,45,1,A,,
python-algorithms,serialize_deserialize_bst.py,function,deserializeHelper,28,41,4,A,deserialize,
python-algorithms,min_distance_between_bst_nodes.py,function,min_diff_in_bst,1,17,1,A,,
python-algorithms,min_distance_between_bst_nodes.py,function,min_diff_in_bst_helper,2,12,3,A,min_diff_in_bst,
python-algorithms,preorder_iterative.py,function,preorder_traversal,7,20,5,A,,
python-algorithms,preorder_iterative.py,class,Node,1,4,2,A,,
python-algorithms,preorder_iterative.py,method,__init__,2,4,1,A,,
python-algorithms,preorder_traversal.py,class,Node,1,4,2,A,,
python-algorithms,preorder_traversal.py,function,preorder_traversal,7,19,1,A,,
python-algorithms,preorder_traversal.py,function,preorder_traversal_helper,8,14,2,A,preorder_traversal,
python-algorithms,preorder_traversal.py,method,__init__,2,4,1,A,,
python-algorithms,binary_tree_zigzag_level_order_traversal.py,function,zigzag_level_order,3,29,7,B,,
python-algorithms,top_view.py,function,topView,19,42,8,B,,
python-algorithms,top_view.py,class,Node,2,5,2,A,,
python-algorithms,top_view.py,method,__init__,3,5,1,A,,
python-algorithms,validate_binary_search_tree.py,function,valid_bst,1,11,1,A,,
python-algorithms,validate_binary_search_tree.py,function,valid_bst_helper,2,9,4,A,valid_bst,
python-algorithms,print_binary_tree.py,class,Solution,3,30,4,A,,
python-algorithms,print_binary_tree.py,method,printTree,4,21,3,A,,
python-algorithms,print_binary_tree.py,function,fillMatrix,10,17,2,A,printTree,
