Repository,File Name,Type,Name,Line,End Line,Complexity,Rank,Parent,Error
python-beginner-programming-exercises,test.py,function,test__between_100_and_200,21,25,2,A,,
python-beginner-programming-exercises,test.py,function,test_between_101_and_51,30,34,2,A,,
python-beginner-programming-exercises,test.py,function,test_less_than_50,39,44,1,A,,
python-beginner-programming-exercises,test.py,function,test_t,47,52,1,A,,
python-beginner-programming-exercises,test.py,function,test_for_file_output,5,9,2,A,,
python-beginner-programming-exercises,test.py,function,test_plus_ten,14,14,2,A,,
python-beginner-programming-exercises,test.py,function,test_function_sing_exists,12,16,3,A,,
python-beginner-programming-exercises,test.py,function,test_function_sing_exists,27,31,3,A,,
python-beginner-programming-exercises,test.py,function,test_function_hardcode_output,19,23,2,A,,
python-beginner-programming-exercises,solution.hide.py,function,sing,2,11,4,A,,
python-beginner-programming-exercises,test.py,function,test_html_document_exists,13,18,3,A,,
python-beginner-programming-exercises,test.py,function,test_html_document_exists,6,10,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_concat,21,26,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_file_output,31,31,2,A,,
python-beginner-programming-exercises,test.py,function,test_get_color_exists,12,16,2,A,,
python-beginner-programming-exercises,test.py,function,test_get_allStudentColors_exists,18,22,2,A,,
python-beginner-programming-exercises,test.py,function,test_ten_colors,25,25,2,A,,
python-beginner-programming-exercises,test.py,function,test_black_in_array,30,30,2,A,,
python-beginner-programming-exercises,test.py,function,use_for_loop,35,40,2,A,,
python-beginner-programming-exercises,solution.hide.py,function,get_allStudentColors,19,26,2,A,,
python-beginner-programming-exercises,solution.hide.py,function,get_color,3,15,1,A,,
python-beginner-programming-exercises,app.py,function,get_color,3,15,1,A,,
python-beginner-programming-exercises,app.py,function,get_allStudentColors,19,21,1,A,,
python-beginner-programming-exercises,test.py,function,test_function_spin_chamber,11,11,8,B,,
python-beginner-programming-exercises,test.py,function,test_for_function_output,29,29,6,B,,
python-beginner-programming-exercises,solution.hide.py,function,number_of_bottles,2,8,2,A,,
python-beginner-programming-exercises,test.py,function,test_functions_existence,4,8,2,A,,
python-beginner-programming-exercises,test.py,function,test_functions_existence_main,11,15,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_print,18,22,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_file_output,33,33,2,A,,
python-beginner-programming-exercises,test.py,function,test_call_is_odd,26,30,1,A,,
python-beginner-programming-exercises,solution.hide.py,function,is_odd,1,2,1,A,,
python-beginner-programming-exercises,solution.hide.py,function,my_main_code,5,7,1,A,,
python-beginner-programming-exercises,app.py,error,,,,,,,"expected an indented block after function definition on line 5 (<unknown>, line 6)"
python-beginner-programming-exercises,test.py,function,test_for_print,6,9,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_print,13,17,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_print,21,24,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_101,28,31,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_100,35,38,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_99,42,45,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_51,49,52,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_50,56,59,2,A,,
python-beginner-programming-exercises,test.py,function,test_for_output_when_49,63,66,2,A,,
