case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes,case_type
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Capture_Video_Frames/capture_video_frames.py,capture_video_frames.py,__init__,,10,19,2,A,1,13,4,2,A2,1.6923076923076923,"{""A2"": 9, ""A1"": 4}","{""Simple Atributte"": 9, ""Simple Assignment"": 2, ""Simple If statements"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Capture_Video_Frames/capture_video_frames.py,capture_video_frames.py,capture_frames,,21,36,2,A,1,18,9,3,B1,1.5,"{""A1"": 10, ""A2"": 7, ""B1"": 1}","{""Simple Atributte"": 5, ""Simple Assignment"": 5, ""Formatted Value"": 2, ""Simple Tuple"": 1, ""Joined String"": 1, ""Files --> 'read' call function"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Random_password_generator/random_password_gen.py,random_password_gen.py,generate_pass,,20,28,4,A,1,14,7,2,A2,1.4285714285714286,"{""A1"": 8, ""A2"": 6}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Simple If statements"": 2, ""'range' call function"": 1, ""Subscript"": 1, ""Simple For Loop"": 1, ""Function with Simple argument with Default argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Bouncing_ball_simulator/ball_bounce.py,ball_bounce.py,move_ball,,26,40,7,B,2,35,8,2,A2,1.6571428571428573,"{""A2"": 23, ""A1"": 12}","{""Simple Atributte"": 17, ""Unary Operation"": 3, ""Boolean Operation"": 3, ""Simplified incremental Assignment with increase amount"": 3, ""Simplified incremental Assignment with increase multiplication"": 3, ""Simple If statements"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}",Radon alto / PyCEFR bajo; Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Bouncing_ball_simulator/ball_bounce.py,ball_bounce.py,ball,,15,40,4,A,1,57,10,3,B1,1.6491228070175439,"{""A2"": 35, ""A1"": 21, ""B1"": 1}","{""Simple Atributte"": 29, ""Simple Assignment"": 8, ""Unary Operation"": 3, ""Boolean Operation"": 3, ""Simplified incremental Assignment with increase amount"": 3, ""Simplified incremental Assignment with increase multiplication"": 3, ""Simple If statements"": 3, ""Function with Simple argument"": 3, ""Simple Tuple"": 1, ""Simple Class "": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Bouncing_ball_simulator/ball_bounce.py,ball_bounce.py,__init__,,18,22,1,A,1,11,3,2,A2,1.5454545454545454,"{""A2"": 6, ""A1"": 5}","{""Simple Atributte"": 6, ""Simple Assignment"": 4, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Bouncing_ball_simulator/ball_bounce.py,ball_bounce.py,render_ball,,24,25,1,A,1,6,3,2,A2,1.6666666666666667,"{""A2"": 4, ""A1"": 2}","{""Simple Atributte"": 4, ""Simple Tuple"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Convert_numbers_to_word/converter.py,converter.py,converter,,19,72,34,E,5,141,20,6,C2,1.446808510638298,"{""A1"": 99, ""A2"": 29, ""B1"": 10, ""C2"": 2, ""C1"": 1}","{""Subscript"": 42, ""Simple Atributte"": 23, ""Simple If statements"": 14, ""Simple Assignment"": 13, ""Slice"": 11, ""Boolean Operation"": 9, ""If statements expression (else)"": 6, ""'range' call function"": 5, ""Unary Operation"": 5, ""'break' statement"": 3}",Coincidencia en dificultad alta
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Find_out_hostname_and_ip_address/Hostname_IPaddress.py,Hostname_IPaddress.py,get_hostname_IP,,4,10,2,A,1,15,8,3,B1,1.2666666666666666,"{""A1"": 12, ""A2"": 2, ""B1"": 1}","{""Formatted Value"": 3, ""Joined String"": 3, ""Print"": 3, ""Simple Atributte"": 2, ""Simple Assignment"": 1, ""Exception --> try/except"": 1, ""Except Handler"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/detect_align_faces/main.py,main.py,main,,20,33,3,A,1,166,19,6,C2,1.5783132530120483,"{""A2"": 88, ""A1"": 76, ""C2"": 1, ""B2"": 1}","{""Simple Atributte"": 77, ""Simple Assignment"": 38, ""Subscript"": 15, ""Function with Simple argument"": 5, ""Return"": 5, ""Simple If statements"": 4, ""Simple Dictionary"": 4, ""Files --> 'write' call function"": 3, ""Simple Tuple"": 2, ""Print"": 2}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/detect_align_faces/main.py,main.py,detect_align_faces,,36,59,2,A,1,269,29,5,C1,1.5278810408921932,"{""A1"": 137, ""A2"": 124, ""B1"": 7, ""C1"": 1}","{""Simple Atributte"": 103, ""Simple Assignment"": 54, ""Subscript"": 27, ""Simple Dictionary"": 10, ""Simple Tuple"": 9, ""Print"": 9, ""Formatted Value"": 6, ""Assigment with sum (total = total + 1)"": 5, ""Simple If statements"": 5, ""Simplified incremental Assignment with increase amount"": 4}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/detect_align_faces/main.py,main.py,shape_to_pos,,62,70,2,A,1,70,17,3,B1,1.542857142857143,"{""A1"": 35, ""A2"": 32, ""B1"": 3}","{""Simple Atributte"": 30, ""Simple Assignment"": 11, ""Subscript"": 6, ""Unary Operation"": 3, ""Simple Tuple"": 2, ""Slice"": 2, ""Simple For Loop"": 2, ""Formatted Value"": 2, ""Print"": 2, ""Files --> 'write' call function"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Organized_download_folder_with_different_categories/file-sortor.py,file-sortor.py,sorting,,25,31,4,A,1,9,8,2,A2,1.3333333333333333,"{""A1"": 6, ""A2"": 3}","{""Simple Atributte"": 2, ""Subscript"": 1, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""1 Nested For Loop"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Recursive_password_generator/generator.py,generator.py,stretch,,4,9,2,A,1,5,4,4,B2,1.6,"{""A1"": 4, ""B2"": 1}","{""Return"": 2, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Recursive Functions"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Recursive_password_generator/generator.py,generator.py,get_random_char,,11,14,1,A,1,7,5,2,A2,1.2857142857142858,"{""A1"": 5, ""A2"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Subscript"": 1, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speech_to_text/speech_to_text.py,speech_to_text.py,record_voice,,3,15,2,A,1,16,8,3,B1,1.625,"{""A1"": 8, ""A2"": 6, ""B1"": 2}","{""Simple Atributte"": 6, ""Simple Assignment"": 3, ""Return"": 2, ""Print"": 1, ""Exception --> try/except"": 1, ""With"": 1, ""Except Handler"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/GUI Rock-Paper-Scissors Game/Rock-Paper-Scissors Game.py,Rock-Paper-Scissors Game.py,spin,,23,58,16,C,3,37,6,2,A2,1.3513513513513513,"{""A1"": 24, ""A2"": 13}","{""Simple If statements"": 15, ""Simple Atributte"": 13, ""Simple Assignment"": 4, ""Print"": 3, ""Subscript"": 1, ""Function"": 1}",Radon alto / PyCEFR bajo; Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Merge_pdfs/merge_pdfs.py,merge_pdfs.py,by_appending,,7,15,1,A,1,8,5,2,A2,1.625,"{""A2"": 5, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Files --> 'open' call function"": 1, ""Files --> 'write' call function"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Merge_pdfs/merge_pdfs.py,merge_pdfs.py,by_inserting,,19,23,1,A,1,6,4,2,A2,1.6666666666666667,"{""A2"": 4, ""A1"": 2}","{""Simple Atributte"": 3, ""Files --> 'write' call function"": 1, ""Simple Assignment"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,checkBtn_click,,161,202,4,A,1,136,11,3,B1,1.625,"{""A2"": 81, ""A1"": 53, ""B1"": 2}","{""Simple Atributte"": 77, ""Simple Assignment"": 29, ""Simple Tuple"": 6, ""Subscript"": 6, ""Print"": 5, ""Simple If statements"": 4, ""Assigment with sum (total = total + 1)"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""While with Else Loop"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,SampleApp,,16,27,3,A,1,118,18,4,B2,1.5593220338983051,"{""A1"": 57, ""A2"": 57, ""B1"": 3, ""B2"": 1}","{""Simple Atributte"": 53, ""Simple Assignment"": 29, ""Return"": 6, ""Function with Simple argument"": 5, ""Print"": 5, ""Simple If statements"": 4, ""Subscript"": 4, ""Except Handler"": 2, ""Simple Tuple"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,CountryPage,,82,237,3,A,1,485,19,3,B1,1.620618556701031,"{""A2"": 267, ""A1"": 201, ""B1"": 17}","{""Simple Atributte"": 260, ""Simple Assignment"": 110, ""Subscript"": 28, ""Print"": 17, ""Simple Tuple"": 16, ""Simple If statements"": 11, ""Function with Simple argument"": 9, ""Assigment with sum (total = total + 1)"": 8, ""While with Else Loop"": 7, ""Lambda"": 6}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,count,,144,158,3,A,1,47,6,2,A2,1.6595744680851063,"{""A2"": 31, ""A1"": 16}","{""Simple Atributte"": 29, ""Simple Assignment"": 11, ""Simple Tuple"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simple If statements"": 2, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,passBtn_click,,204,234,3,A,1,91,10,3,B1,1.5934065934065933,"{""A2"": 48, ""A1"": 40, ""B1"": 3}","{""Simple Atributte"": 48, ""Simple Assignment"": 20, ""Subscript"": 8, ""Assigment with sum (total = total + 1)"": 4, ""Print"": 3, ""Simple Tuple"": 2, ""Simple If statements"": 2, ""While with Else Loop"": 2, ""Function with Simple argument"": 1, ""Lambda"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,switch_frame,,22,27,2,A,1,68,9,4,B2,1.5441176470588236,"{""A2"": 34, ""A1"": 33, ""B2"": 1}","{""Simple Atributte"": 33, ""Simple Assignment"": 19, ""Return"": 4, ""Subscript"": 4, ""Simple If statements"": 2, ""Function with Simple argument"": 2, ""Print"": 2, ""If statements using → __name__ == ‘__main__’"": 1, ""Simple Dictionary"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,StartPage,,30,48,2,A,1,208,26,5,C1,1.5625,"{""A2"": 103, ""A1"": 99, ""B1"": 5, ""C1"": 1}","{""Simple Atributte"": 86, ""Simple Assignment"": 48, ""Subscript"": 19, ""Simple Dictionary"": 8, ""Simple Tuple"": 6, ""Formatted Value"": 4, ""Print"": 4, ""Files --> 'write' call function"": 4, ""Simple List"": 3, ""Assigment with sum (total = total + 1)"": 3}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,CategoryPage,,51,79,2,A,1,231,25,4,B2,1.6883116883116882,"{""A2"": 120, ""A1"": 94, ""B1"": 12, ""B2"": 5}","{""Simple Atributte"": 104, ""Simple Assignment"": 32, ""Subscript"": 20, ""Simple Tuple"": 8, ""Files --> 'write' call function"": 8, ""Print"": 7, ""If statements expression (else)"": 7, ""Unary Operation"": 5, ""If statements using → __name__ == ‘__main__’"": 5, ""Simple If statements"": 4}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,__init__,,83,142,2,A,1,186,16,3,B1,1.6344086021505377,"{""A2"": 98, ""A1"": 78, ""B1"": 10}","{""Simple Atributte"": 97, ""Simple Assignment"": 46, ""Subscript"": 12, ""Print"": 8, ""Simple Tuple"": 6, ""Lambda"": 4, ""While with Else Loop"": 3, ""Assigment with sum (total = total + 1)"": 2, ""Function with Simple argument"": 1, ""'range' call function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,FinishPage,,240,251,2,A,1,39,5,3,B1,1.7692307692307692,"{""A2"": 28, ""A1"": 10, ""B1"": 1}","{""Simple Atributte"": 28, ""Simple Assignment"": 7, ""Simple Tuple"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,__init__,,17,20,1,A,1,27,10,3,B1,1.5925925925925926,"{""A1"": 13, ""A2"": 12, ""B1"": 2}","{""Simple Atributte"": 11, ""Simple Assignment"": 7, ""Return"": 2, ""Function with Simple argument"": 1, ""Print"": 1, ""Except Handler"": 1, ""Files --> 'open' call function"": 1, ""With"": 1, ""'raise' exception"": 1, ""Simple If statements"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,__init__,,31,48,1,A,1,192,24,5,C1,1.5520833333333333,"{""A2"": 94, ""A1"": 93, ""B1"": 4, ""C1"": 1}","{""Simple Atributte"": 78, ""Simple Assignment"": 46, ""Subscript"": 17, ""Simple Dictionary"": 8, ""Simple Tuple"": 6, ""Formatted Value"": 4, ""Print"": 4, ""Simple List"": 3, ""Assigment with sum (total = total + 1)"": 3, ""Files --> 'write' call function"": 3}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,__init__,,52,79,1,A,1,219,24,4,B2,1.6849315068493151,"{""A2"": 113, ""A1"": 90, ""B1"": 11, ""B2"": 5}","{""Simple Atributte"": 98, ""Simple Assignment"": 29, ""Subscript"": 19, ""Simple Tuple"": 8, ""Files --> 'write' call function"": 8, ""Print"": 7, ""If statements expression (else)"": 7, ""Unary Operation"": 5, ""If statements using → __name__ == ‘__main__’"": 5, ""Simple If statements"": 4}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,delete_img,,236,237,1,A,1,6,4,3,B1,1.8333333333333333,"{""A2"": 3, ""A1"": 2, ""B1"": 1}","{""Simple Atributte"": 3, ""Function with Simple argument"": 1, ""Simple Assignment"": 1, ""Lambda"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/macOS/main.py,main.py,__init__,,241,251,1,A,1,36,4,2,A2,1.7222222222222223,"{""A2"": 26, ""A1"": 10}","{""Simple Atributte"": 26, ""Simple Assignment"": 7, ""Simple Tuple"": 2, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,checkBtn_click,,164,205,4,A,1,139,11,3,B1,1.60431654676259,"{""A2"": 80, ""A1"": 57, ""B1"": 2}","{""Simple Atributte"": 76, ""Simple Assignment"": 30, ""Subscript"": 8, ""Simple Tuple"": 6, ""Print"": 6, ""Simple If statements"": 4, ""Assigment with sum (total = total + 1)"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""While with Else Loop"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,SampleApp,,19,30,3,A,1,139,17,6,C2,1.5683453237410072,"{""A2"": 69, ""A1"": 67, ""C2"": 1, ""B1"": 1, ""B2"": 1}","{""Simple Atributte"": 64, ""Simple Assignment"": 34, ""Subscript"": 10, ""Function with Simple argument"": 5, ""Return"": 5, ""Simple If statements"": 4, ""Print"": 3, ""Simple Dictionary"": 3, ""Unary Operation"": 2, ""Slice"": 2}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,CountryPage,,85,240,3,A,1,484,19,3,B1,1.621900826446281,"{""A2"": 267, ""A1"": 200, ""B1"": 17}","{""Simple Atributte"": 260, ""Simple Assignment"": 110, ""Subscript"": 28, ""Simple Tuple"": 16, ""Print"": 16, ""Simple If statements"": 11, ""Function with Simple argument"": 9, ""Assigment with sum (total = total + 1)"": 8, ""While with Else Loop"": 7, ""Lambda"": 6}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,count,,147,161,3,A,1,44,6,2,A2,1.6818181818181819,"{""A2"": 30, ""A1"": 14}","{""Simple Atributte"": 28, ""Simple Assignment"": 8, ""Simple If statements"": 4, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simple Tuple"": 1, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,passBtn_click,,207,237,3,A,1,97,10,3,B1,1.6082474226804124,"{""A2"": 51, ""A1"": 42, ""B1"": 4}","{""Simple Atributte"": 51, ""Simple Assignment"": 22, ""Subscript"": 8, ""Assigment with sum (total = total + 1)"": 4, ""Simple Tuple"": 2, ""Print"": 2, ""Simple If statements"": 2, ""While with Else Loop"": 2, ""Function with Simple argument"": 2, ""Lambda"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,switch_frame,,25,30,2,A,1,79,14,6,C2,1.5949367088607596,"{""A2"": 39, ""A1"": 38, ""C2"": 1, ""B2"": 1}","{""Simple Atributte"": 34, ""Simple Assignment"": 20, ""Subscript"": 8, ""Return"": 3, ""Simple Dictionary"": 3, ""Unary Operation"": 2, ""Slice"": 2, ""Simple Tuple"": 1, ""'enumerate' call function"": 1, ""Simple If statements"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,StartPage,,33,51,2,A,1,212,26,5,C1,1.5141509433962264,"{""A1"": 114, ""A2"": 89, ""B1"": 8, ""C1"": 1}","{""Simple Atributte"": 75, ""Simple Assignment"": 51, ""Subscript"": 23, ""Simple Dictionary"": 9, ""Print"": 7, ""Formatted Value"": 6, ""Simple Tuple"": 5, ""Assigment with sum (total = total + 1)"": 5, ""Simple List"": 3, ""Joined String"": 3}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,CategoryPage,,54,82,2,A,1,210,24,4,B2,1.7047619047619047,"{""A2"": 107, ""A1"": 85, ""B1"": 13, ""B2"": 5}","{""Simple Atributte"": 96, ""Simple Assignment"": 27, ""Subscript"": 17, ""Files --> 'write' call function"": 8, ""Simple Tuple"": 7, ""Print"": 7, ""If statements expression (else)"": 7, ""Unary Operation"": 5, ""If statements using → __name__ == ‘__main__’"": 5, ""Lambda"": 4}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,__init__,,86,145,2,A,1,193,16,3,B1,1.621761658031088,"{""A2"": 102, ""A1"": 82, ""B1"": 9}","{""Simple Atributte"": 101, ""Simple Assignment"": 49, ""Subscript"": 12, ""Print"": 8, ""Simple Tuple"": 7, ""Lambda"": 4, ""Assigment with sum (total = total + 1)"": 2, ""While with Else Loop"": 2, ""Function with Simple argument"": 1, ""'range' call function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,FinishPage,,243,254,2,A,1,39,5,3,B1,1.7435897435897436,"{""A2"": 27, ""A1"": 11, ""B1"": 1}","{""Simple Atributte"": 27, ""Simple Assignment"": 8, ""Simple Tuple"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,__init__,,20,23,1,A,1,40,8,2,A2,1.55,"{""A2"": 22, ""A1"": 18}","{""Simple Atributte"": 22, ""Simple Assignment"": 10, ""Print"": 2, ""Return"": 2, ""Function with Simple argument"": 1, ""Except Handler"": 1, ""Subscript"": 1, ""Simple If statements"": 1}",Muchos constructos simples acumulados
